"E-Field:0","E-Field:1","E-Field:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6.1717e-10,0,1.85e-10,1,0.12756,0.1854,-0.057845,0.01
6.1977e-10,0,1.8615e-10,1,0.12793,0.1854,-0.057474,0.01
6.2237e-10,0,1.873e-10,1,0.1283,0.1854,-0.057103,0.01
6.2497e-10,0,1.8846e-10,1,0.12867,0.1854,-0.056732,0.01
6.2757e-10,0,1.8961e-10,1,0.12904,0.1854,-0.056362,0.01
6.3017e-10,0,1.9076e-10,1,0.12941,0.1854,-0.055991,0.01
6.3277e-10,0,1.9192e-10,1,0.12978,0.1854,-0.05562,0.01
6.3537e-10,0,1.9307e-10,1,0.13015,0.1854,-0.055249,0.01
6.3797e-10,0,1.9422e-10,1,0.13052,0.1854,-0.054878,0.01
6.4054e-10,0,1.9539e-10,1,0.13089,0.1854,-0.054508,0.01
6.4308e-10,0,1.9658e-10,1,0.13126,0.1854,-0.054137,0.01
6.4558e-10,0,1.9778e-10,1,0.13163,0.1854,-0.053766,0.01
6.4807e-10,0,1.9899e-10,1,0.132,0.1854,-0.053395,0.01
6.5057e-10,0,2.0019e-10,1,0.13238,0.1854,-0.053024,0.01
6.5306e-10,0,2.014e-10,1,0.13275,0.1854,-0.052654,0.01
6.5556e-10,0,2.0261e-10,1,0.13312,0.1854,-0.052283,0.01
6.5805e-10,0,2.0381e-10,1,0.13349,0.1854,-0.051912,0.01
6.6055e-10,0,2.0502e-10,1,0.13386,0.1854,-0.051541,0.01
6.6304e-10,0,2.0622e-10,1,0.13423,0.1854,-0.05117,0.01
6.6554e-10,0,2.0743e-10,1,0.1346,0.1854,-0.0508,0.01
6.6803e-10,0,2.0864e-10,1,0.13497,0.1854,-0.050429,0.01
6.7046e-10,0,2.0986e-10,1,0.13534,0.1854,-0.050058,0.01
6.7285e-10,0,2.1111e-10,1,0.13571,0.1854,-0.049687,0.01
6.7523e-10,0,2.1235e-10,1,0.13608,0.1854,-0.049316,0.01
6.7762e-10,0,2.1359e-10,1,0.13645,0.1854,-0.048946,0.01
6.8001e-10,0,2.1483e-10,1,0.13683,0.1854,-0.048575,0.01
6.8239e-10,0,2.1607e-10,1,0.1372,0.1854,-0.048204,0.01
6.8478e-10,0,2.1732e-10,1,0.13757,0.1854,-0.047833,0.01
6.8717e-10,0,2.1856e-10,1,0.13794,0.1854,-0.047462,0.01
6.8955e-10,0,2.198e-10,1,0.13831,0.1854,-0.047092,0.01
6.9194e-10,0,2.2104e-10,1,0.13868,0.1854,-0.046721,0.01
6.9432e-10,0,2.2228e-10,1,0.13905,0.1854,-0.04635,0.01
6.9656e-10,0,2.2355e-10,1,0.13942,0.1854,-0.045979,0.01
6.9881e-10,0,2.2482e-10,1,0.13979,0.1854,-0.045608,0.01
7.0105e-10,0,2.2609e-10,1,0.14016,0.1854,-0.045238,0.01
7.033e-10,0,2.2736e-10,1,0.14053,0.1854,-0.044867,0.01
7.0555e-10,0,2.2863e-10,1,0.1409,0.1854,-0.044496,0.01
7.0779e-10,0,2.2989e-10,1,0.14127,0.1854,-0.044125,0.01
7.1004e-10,0,2.3116e-10,1,0.14165,0.1854,-0.043754,0.01
7.1228e-10,0,2.3243e-10,1,0.14202,0.1854,-0.043384,0.01
7.1453e-10,0,2.337e-10,1,0.14239,0.1854,-0.043013,0.01
7.1678e-10,0,2.3497e-10,1,0.14276,0.1854,-0.042642,0.01
7.1902e-10,0,2.3623e-10,1,0.14313,0.1854,-0.042271,0.01
7.2112e-10,0,2.3751e-10,1,0.1435,0.1854,-0.0419,0.01
7.2319e-10,0,2.3878e-10,1,0.14387,0.1854,-0.04153,0.01
7.2525e-10,0,2.4006e-10,1,0.14424,0.1854,-0.041159,0.01
7.2732e-10,0,2.4133e-10,1,0.14461,0.1854,-0.040788,0.01
7.2939e-10,0,2.4261e-10,1,0.14498,0.1854,-0.040417,0.01
7.3146e-10,0,2.4388e-10,1,0.14535,0.1854,-0.040046,0.01
7.3353e-10,0,2.4515e-10,1,0.14572,0.1854,-0.039676,0.01
7.356e-10,0,2.4643e-10,1,0.1461,0.1854,-0.039305,0.01
7.3766e-10,0,2.477e-10,1,0.14647,0.1854,-0.038934,0.01
7.3973e-10,0,2.4898e-10,1,0.14684,0.1854,-0.038563,0.01
7.418e-10,0,2.5025e-10,1,0.14721,0.1854,-0.038192,0.01
7.4373e-10,0,2.5151e-10,1,0.14758,0.1854,-0.037822,0.01
7.4559e-10,0,2.5275e-10,1,0.14795,0.1854,-0.037451,0.01
7.4744e-10,0,2.54e-10,1,0.14832,0.1854,-0.03708,0.01
7.493e-10,0,2.5525e-10,1,0.14869,0.1854,-0.036709,0.01
7.5115e-10,0,2.5649e-10,1,0.14906,0.1854,-0.036338,0.01
7.53e-10,0,2.5774e-10,1,0.14943,0.1854,-0.035968,0.01
7.5486e-10,0,2.5898e-10,1,0.1498,0.1854,-0.035597,0.01
7.5671e-10,0,2.6023e-10,1,0.15017,0.1854,-0.035226,0.01
7.5856e-10,0,2.6148e-10,1,0.15054,0.1854,-0.034855,0.01
7.6042e-10,0,2.6272e-10,1,0.15092,0.1854,-0.034484,0.01
7.6227e-10,0,2.6397e-10,1,0.15129,0.1854,-0.034114,0.01
7.6403e-10,0,2.6518e-10,1,0.15166,0.1854,-0.033743,0.01
7.6563e-10,0,2.6635e-10,1,0.15203,0.1854,-0.033372,0.01
7.6723e-10,0,2.6752e-10,1,0.1524,0.1854,-0.033001,0.01
7.6883e-10,0,2.6869e-10,1,0.15277,0.1854,-0.03263,0.01
7.7043e-10,0,2.6986e-10,1,0.15314,0.1854,-0.03226,0.01
7.7204e-10,0,2.7103e-10,1,0.15351,0.1854,-0.031889,0.01
7.7364e-10,0,2.722e-10,1,0.15388,0.1854,-0.031518,0.01
7.7524e-10,0,2.7337e-10,1,0.15425,0.1854,-0.031147,0.01
7.7684e-10,0,2.7454e-10,1,0.15462,0.1854,-0.030776,0.01
7.7844e-10,0,2.7571e-10,1,0.15499,0.1854,-0.030406,0.01
7.8004e-10,0,2.7688e-10,1,0.15537,0.1854,-0.030035,0.01
7.8162e-10,0,2.7804e-10,1,0.15574,0.1854,-0.029664,0.01
7.8306e-10,0,2.7914e-10,1,0.15611,0.1854,-0.029293,0.01
7.8436e-10,0,2.8018e-10,1,0.15648,0.1854,-0.028922,0.01
7.8562e-10,0,2.8121e-10,1,0.15685,0.1854,-0.028552,0.01
7.8687e-10,0,2.8223e-10,1,0.15722,0.1854,-0.028181,0.01
7.8813e-10,0,2.8325e-10,1,0.15759,0.1854,-0.02781,0.01
7.8939e-10,0,2.8428e-10,1,0.15796,0.1854,-0.027439,0.01
7.9065e-10,0,2.853e-10,1,0.15833,0.1854,-0.027068,0.01
7.919e-10,0,2.8633e-10,1,0.1587,0.1854,-0.026698,0.01
7.9316e-10,0,2.8735e-10,1,0.15907,0.1854,-0.026327,0.01
7.9442e-10,0,2.8837e-10,1,0.15944,0.1854,-0.025956,0.01
7.9568e-10,0,2.894e-10,1,0.15981,0.1854,-0.025585,0.01
7.9693e-10,0,2.9042e-10,1,0.16019,0.1854,-0.025214,0.01
7.9819e-10,0,2.9144e-10,1,0.16056,0.1854,-0.024844,0.01
7.9944e-10,0,2.9246e-10,1,0.16093,0.1854,-0.024473,0.01
8.0033e-10,0,2.9334e-10,1,0.1613,0.1854,-0.024102,0.01
8.0122e-10,0,2.9422e-10,1,0.16167,0.1854,-0.023731,0.01
8.0211e-10,0,2.9509e-10,1,0.16204,0.1854,-0.02336,0.01
8.03e-10,0,2.9597e-10,1,0.16241,0.1854,-0.02299,0.01
8.0389e-10,0,2.9685e-10,1,0.16278,0.1854,-0.022619,0.01
8.0478e-10,0,2.9773e-10,1,0.16315,0.1854,-0.022248,0.01
8.0567e-10,0,2.986e-10,1,0.16352,0.1854,-0.021877,0.01
8.0656e-10,0,2.9948e-10,1,0.16389,0.1854,-0.021506,0.01
8.0745e-10,0,3.0036e-10,1,0.16426,0.1854,-0.021136,0.01
8.0834e-10,0,3.0123e-10,1,0.16464,0.1854,-0.020765,0.01
8.0923e-10,0,3.0211e-10,1,0.16501,0.1854,-0.020394,0.01
8.1013e-10,0,3.0299e-10,1,0.16538,0.1854,-0.020023,0.01
8.1091e-10,0,3.0382e-10,1,0.16575,0.1854,-0.019652,0.01
8.1141e-10,0,3.0453e-10,1,0.16612,0.1854,-0.019282,0.01
8.1191e-10,0,3.0524e-10,1,0.16649,0.1854,-0.018911,0.01
8.1241e-10,0,3.0595e-10,1,0.16686,0.1854,-0.01854,0.01
8.129e-10,0,3.0666e-10,1,0.16723,0.1854,-0.018169,0.01
8.134e-10,0,3.0737e-10,1,0.1676,0.1854,-0.017798,0.01
8.139e-10,0,3.0808e-10,1,0.16797,0.1854,-0.017428,0.01
8.144e-10,0,3.0879e-10,1,0.16834,0.1854,-0.017057,0.01
8.149e-10,0,3.095e-10,1,0.16871,0.1854,-0.016686,0.01
8.154e-10,0,3.1021e-10,1,0.16908,0.1854,-0.016315,0.01
8.159e-10,0,3.1092e-10,1,0.16946,0.1854,-0.015944,0.01
8.164e-10,0,3.1163e-10,1,0.16983,0.1854,-0.015574,0.01
8.1684e-10,0,3.123e-10,1,0.1702,0.1854,-0.015203,0.01
8.1693e-10,0,3.1278e-10,1,0.17057,0.1854,-0.014832,0.01
8.1701e-10,0,3.1325e-10,1,0.17094,0.1854,-0.014461,0.01
8.171e-10,0,3.1372e-10,1,0.17131,0.1854,-0.01409,0.01
8.1719e-10,0,3.142e-10,1,0.17168,0.1854,-0.01372,0.01
8.1728e-10,0,3.1467e-10,1,0.17205,0.1854,-0.013349,0.01
8.1736e-10,0,3.1514e-10,1,0.17242,0.1854,-0.012978,0.01
8.1745e-10,0,3.1562e-10,1,0.17279,0.1854,-0.012607,0.01
8.1754e-10,0,3.1609e-10,1,0.17316,0.1854,-0.012236,0.01
8.1763e-10,0,3.1656e-10,1,0.17353,0.1854,-0.011866,0.01
8.1771e-10,0,3.1704e-10,1,0.17391,0.1854,-0.011495,0.01
8.178e-10,0,3.1751e-10,1,0.17428,0.1854,-0.011124,0.01
8.1789e-10,0,3.1798e-10,1,0.17465,0.1854,-0.010753,0.01
8.1754e-10,0,3.182e-10,1,0.17502,0.1854,-0.010382,0.01
8.1719e-10,0,3.1842e-10,1,0.17539,0.1854,-0.010012,0.01
8.1685e-10,0,3.1864e-10,1,0.17576,0.1854,-0.0096408,0.01
8.165e-10,0,3.1886e-10,1,0.17613,0.1854,-0.00927,0.01
8.1616e-10,0,3.1908e-10,1,0.1765,0.1854,-0.0088992,0.01
8.1581e-10,0,3.193e-10,1,0.17687,0.1854,-0.0085284,0.01
8.1547e-10,0,3.1952e-10,1,0.17724,0.1854,-0.0081576,0.01
8.1512e-10,0,3.1974e-10,1,0.17761,0.1854,-0.0077868,0.01
8.1478e-10,0,3.1995e-10,1,0.17798,0.1854,-0.007416,0.01
8.1443e-10,0,3.2017e-10,1,0.17835,0.1854,-0.0070452,0.01
8.1408e-10,0,3.2039e-10,1,0.17873,0.1854,-0.0066744,0.01
8.1374e-10,0,3.2061e-10,1,0.1791,0.1854,-0.0063036,0.01
8.1306e-10,0,3.2061e-10,1,0.17947,0.1854,-0.0059328,0.01
8.1233e-10,0,3.2058e-10,1,0.17984,0.1854,-0.005562,0.01
8.116e-10,0,3.2054e-10,1,0.18021,0.1854,-0.0051912,0.01
8.1087e-10,0,3.2051e-10,1,0.18058,0.1854,-0.0048204,0.01
8.1014e-10,0,3.2047e-10,1,0.18095,0.1854,-0.0044496,0.01
8.0941e-10,0,3.2044e-10,1,0.18132,0.1854,-0.0040788,0.01
8.0868e-10,0,3.204e-10,1,0.18169,0.1854,-0.003708,0.01
8.0795e-10,0,3.2037e-10,1,0.18206,0.1854,-0.0033372,0.01
8.072e-10,0,3.2031e-10,1,0.18243,0.1854,-0.0029664,0.01
8.0614e-10,0,3.2002e-10,1,0.1828,0.1854,-0.0025956,0.01
8.0509e-10,0,3.1973e-10,1,0.18318,0.1854,-0.0022248,0.01
8.0404e-10,0,3.1945e-10,1,0.18355,0.1854,-0.001854,0.01
8.0299e-10,0,3.1916e-10,1,0.18392,0.1854,-0.0014832,0.01
8.0194e-10,0,3.1887e-10,1,0.18429,0.1854,-0.0011124,0.01
8.0088e-10,0,3.1858e-10,1,0.18466,0.1854,-0.0007416,0.01
7.9983e-10,0,3.1829e-10,1,0.18503,0.1854,-0.0003708,0.01
7.9878e-10,0,3.1801e-10,1,0.1854,0.1854,0,0.01
7.976e-10,0,3.1761e-10,1,0.18577,0.1854,0.0003708,0.01
7.9612e-10,0,3.1698e-10,1,0.18614,0.1854,0.0007416,0.01
7.9465e-10,0,3.1636e-10,1,0.18651,0.1854,0.0011124,0.01
7.9317e-10,0,3.1573e-10,1,0.18688,0.1854,0.0014832,0.01
7.917e-10,0,3.151e-10,1,0.18725,0.1854,0.001854,0.01
7.9023e-10,0,3.1447e-10,1,0.18762,0.1854,0.0022248,0.01
7.8875e-10,0,3.1384e-10,1,0.188,0.1854,0.0025956,0.01
7.8728e-10,0,3.1322e-10,1,0.18837,0.1854,0.0029664,0.01
7.858e-10,0,3.1259e-10,1,0.18874,0.1854,0.0033372,0.01
7.8433e-10,0,3.1196e-10,1,0.18911,0.1854,0.003708,0.01
7.8286e-10,0,3.1133e-10,1,0.18948,0.1854,0.0040788,0.01
7.8138e-10,0,3.107e-10,1,0.18985,0.1854,0.0044496,0.01
7.7991e-10,0,3.1007e-10,1,0.19022,0.1854,0.0048204,0.01
7.7843e-10,0,3.0945e-10,1,0.19059,0.1854,0.0051912,0.01
7.7696e-10,0,3.0882e-10,1,0.19096,0.1854,0.005562,0.01
7.7527e-10,0,3.0807e-10,1,0.19133,0.1854,0.0059328,0.01
7.7336e-10,0,3.0722e-10,1,0.1917,0.1854,0.0063036,0.01
7.7146e-10,0,3.0636e-10,1,0.19207,0.1854,0.0066744,0.01
7.6955e-10,0,3.0551e-10,1,0.19245,0.1854,0.0070452,0.01
7.6765e-10,0,3.0465e-10,1,0.19282,0.1854,0.007416,0.01
7.6575e-10,0,3.0379e-10,1,0.19319,0.1854,0.0077868,0.01
7.6384e-10,0,3.0294e-10,1,0.19356,0.1854,0.0081576,0.01
7.6194e-10,0,3.0208e-10,1,0.19393,0.1854,0.0085284,0.01
7.6003e-10,0,3.0123e-10,1,0.1943,0.1854,0.0088992,0.01
7.5813e-10,0,3.0037e-10,1,0.19467,0.1854,0.00927,0.01
7.5622e-10,0,2.9951e-10,1,0.19504,0.1854,0.0096408,0.01
7.5432e-10,0,2.9866e-10,1,0.19541,0.1854,0.010012,0.01
7.5229e-10,0,2.9774e-10,1,0.19578,0.1854,0.010382,0.01
7.5003e-10,0,2.9671e-10,1,0.19615,0.1854,0.010753,0.01
7.4778e-10,0,2.9568e-10,1,0.19652,0.1854,0.011124,0.01
7.4552e-10,0,2.9465e-10,1,0.19689,0.1854,0.011495,0.01
7.4327e-10,0,2.9361e-10,1,0.19727,0.1854,0.011866,0.01
7.4101e-10,0,2.9258e-10,1,0.19764,0.1854,0.012236,0.01
7.3876e-10,0,2.9155e-10,1,0.19801,0.1854,0.012607,0.01
7.365e-10,0,2.9052e-10,1,0.19838,0.1854,0.012978,0.01
7.3425e-10,0,2.8949e-10,1,0.19875,0.1854,0.013349,0.01
7.3199e-10,0,2.8846e-10,1,0.19912,0.1854,0.01372,0.01
7.2974e-10,0,2.8743e-10,1,0.19949,0.1854,0.01409,0.01
7.2748e-10,0,2.864e-10,1,0.19986,0.1854,0.014461,0.01
7.2515e-10,0,2.8533e-10,1,0.20023,0.1854,0.014832,0.01
7.2258e-10,0,2.841e-10,1,0.2006,0.1854,0.015203,0.01
7.2001e-10,0,2.8288e-10,1,0.20097,0.1854,0.015574,0.01
7.1744e-10,0,2.8165e-10,1,0.20134,0.1854,0.015944,0.01
7.1487e-10,0,2.8043e-10,1,0.20172,0.1854,0.016315,0.01
7.1229e-10,0,2.792e-10,1,0.20209,0.1854,0.016686,0.01
7.0972e-10,0,2.7798e-10,1,0.20246,0.1854,0.017057,0.01
7.0715e-10,0,2.7675e-10,1,0.20283,0.1854,0.017428,0.01
7.0458e-10,0,2.7553e-10,1,0.2032,0.1854,0.017798,0.01
7.02e-10,0,2.7431e-10,1,0.20357,0.1854,0.018169,0.01
6.9943e-10,0,2.7308e-10,1,0.20394,0.1854,0.01854,0.01
6.9686e-10,0,2.7186e-10,1,0.20431,0.1854,0.018911,0.01
6.9426e-10,0,2.7061e-10,1,0.20468,0.1854,0.019282,0.01
6.9139e-10,0,2.6918e-10,1,0.20505,0.1854,0.019652,0.01
6.8852e-10,0,2.6775e-10,1,0.20542,0.1854,0.020023,0.01
6.8566e-10,0,2.6633e-10,1,0.20579,0.1854,0.020394,0.01
6.8279e-10,0,2.649e-10,1,0.20616,0.1854,0.020765,0.01
6.7992e-10,0,2.6347e-10,1,0.20654,0.1854,0.021136,0.01
6.7705e-10,0,2.6204e-10,1,0.20691,0.1854,0.021506,0.01
6.7419e-10,0,2.6061e-10,1,0.20728,0.1854,0.021877,0.01
6.7132e-10,0,2.5918e-10,1,0.20765,0.1854,0.022248,0.01
6.6845e-10,0,2.5775e-10,1,0.20802,0.1854,0.022619,0.01
6.6558e-10,0,2.5633e-10,1,0.20839,0.1854,0.02299,0.01
6.6272e-10,0,2.549e-10,1,0.20876,0.1854,0.02336,0.01
6.5985e-10,0,2.5347e-10,1,0.20913,0.1854,0.023731,0.01
6.5698e-10,0,2.5204e-10,1,0.2095,0.1854,0.024102,0.01
6.5395e-10,0,2.5054e-10,1,0.20987,0.1854,0.024473,0.01
6.5083e-10,0,2.4899e-10,1,0.21024,0.1854,0.024844,0.01
6.4771e-10,0,2.4745e-10,1,0.21061,0.1854,0.025214,0.01
6.4459e-10,0,2.4591e-10,1,0.21099,0.1854,0.025585,0.01
6.4147e-10,0,2.4436e-10,1,0.21136,0.1854,0.025956,0.01
6.3834e-10,0,2.4282e-10,1,0.21173,0.1854,0.026327,0.01
6.3522e-10,0,2.4128e-10,1,0.2121,0.1854,0.026698,0.01
6.321e-10,0,2.3974e-10,1,0.21247,0.1854,0.027068,0.01
6.2898e-10,0,2.3819e-10,1,0.21284,0.1854,0.027439,0.01
6.2586e-10,0,2.3665e-10,1,0.21321,0.1854,0.02781,0.01
6.2274e-10,0,2.3511e-10,1,0.21358,0.1854,0.028181,0.01
6.1962e-10,0,2.3356e-10,1,0.21395,0.1854,0.028552,0.01
6.165e-10,0,2.3202e-10,1,0.21432,0.1854,0.028922,0.01
6.1336e-10,0,2.3047e-10,1,0.21469,0.1854,0.029293,0.01
6.1013e-10,0,2.289e-10,1,0.21506,0.1854,0.029664,0.01
6.068e-10,0,2.273e-10,1,0.21543,0.1854,0.030035,0.01
6.0344e-10,0,2.257e-10,1,0.21581,0.1854,0.030406,0.01
6.0009e-10,0,2.241e-10,1,0.21618,0.1854,0.030776,0.01
5.9673e-10,0,2.225e-10,1,0.21655,0.1854,0.031147,0.01
5.9338e-10,0,2.209e-10,1,0.21692,0.1854,0.031518,0.01
5.9002e-10,0,2.193e-10,1,0.21729,0.1854,0.031889,0.01
5.8667e-10,0,2.1769e-10,1,0.21766,0.1854,0.03226,0.01
5.8332e-10,0,2.1609e-10,1,0.21803,0.1854,0.03263,0.01
5.7996e-10,0,2.1449e-10,1,0.2184,0.1854,0.033001,0.01
5.7661e-10,0,2.1289e-10,1,0.21877,0.1854,0.033372,0.01
5.7325e-10,0,2.1129e-10,1,0.21914,0.1854,0.033743,0.01
5.699e-10,0,2.0969e-10,1,0.21951,0.1854,0.034114,0.01
5.6654e-10,0,2.0808e-10,1,0.21988,0.1854,0.034484,0.01
5.6319e-10,0,2.0648e-10,1,0.22026,0.1854,0.034855,0.01
5.5984e-10,0,2.0488e-10,1,0.22063,0.1854,0.035226,0.01
5.5648e-10,0,2.0328e-10,1,0.221,0.1854,0.035597,0.01
5.5307e-10,0,2.0169e-10,1,0.22137,0.1854,0.035968,0.01
5.4956e-10,0,2.0014e-10,1,0.22174,0.1854,0.036338,0.01
5.4605e-10,0,1.9858e-10,1,0.22211,0.1854,0.036709,0.01
5.4254e-10,0,1.9702e-10,1,0.22248,0.1854,0.03708,0.01
5.3903e-10,0,1.9547e-10,1,0.22285,0.1854,0.037451,0.01
5.3552e-10,0,1.9391e-10,1,0.22322,0.1854,0.037822,0.01
5.3201e-10,0,1.9235e-10,1,0.22359,0.1854,0.038192,0.01
5.285e-10,0,1.908e-10,1,0.22396,0.1854,0.038563,0.01
5.2499e-10,0,1.8924e-10,1,0.22433,0.1854,0.038934,0.01
5.2148e-10,0,1.8768e-10,1,0.2247,0.1854,0.039305,0.01
5.1796e-10,0,1.8612e-10,1,0.22508,0.1854,0.039676,0.01
5.1445e-10,0,1.8457e-10,1,0.22545,0.1854,0.040046,0.01
5.1094e-10,0,1.8301e-10,1,0.22582,0.1854,0.040417,0.01
5.0743e-10,0,1.8145e-10,1,0.22619,0.1854,0.040788,0.01
5.0392e-10,0,1.799e-10,1,0.22656,0.1854,0.041159,0.01
5.0041e-10,0,1.7834e-10,1,0.22693,0.1854,0.04153,0.01
4.969e-10,0,1.7678e-10,1,0.2273,0.1854,0.0419,0.01
4.933e-10,0,1.753e-10,1,0.22767,0.1854,0.042271,0.01
4.8969e-10,0,1.7382e-10,1,0.22804,0.1854,0.042642,0.01
4.8608e-10,0,1.7234e-10,1,0.22841,0.1854,0.043013,0.01
4.8247e-10,0,1.7087e-10,1,0.22878,0.1854,0.043384,0.01
4.7886e-10,0,1.6939e-10,1,0.22915,0.1854,0.043754,0.01
4.7525e-10,0,1.6791e-10,1,0.22953,0.1854,0.044125,0.01
4.7164e-10,0,1.6644e-10,1,0.2299,0.1854,0.044496,0.01
4.6803e-10,0,1.6496e-10,1,0.23027,0.1854,0.044867,0.01
4.6442e-10,0,1.6349e-10,1,0.23064,0.1854,0.045238,0.01
4.6081e-10,0,1.6201e-10,1,0.23101,0.1854,0.045608,0.01
4.572e-10,0,1.6053e-10,1,0.23138,0.1854,0.045979,0.01
4.5359e-10,0,1.5906e-10,1,0.23175,0.1854,0.04635,0.01
4.4998e-10,0,1.5758e-10,1,0.23212,0.1854,0.046721,0.01
4.4637e-10,0,1.561e-10,1,0.23249,0.1854,0.047092,0.01
4.4276e-10,0,1.5463e-10,1,0.23286,0.1854,0.047462,0.01
4.3914e-10,0,1.5315e-10,1,0.23323,0.1854,0.047833,0.01
4.3551e-10,0,1.5171e-10,1,0.2336,0.1854,0.048204,0.01
4.3185e-10,0,1.5034e-10,1,0.23397,0.1854,0.048575,0.01
4.2818e-10,0,1.4896e-10,1,0.23435,0.1854,0.048946,0.01
4.2451e-10,0,1.4759e-10,1,0.23472,0.1854,0.049316,0.01
4.2084e-10,0,1.4622e-10,1,0.23509,0.1854,0.049687,0.01
4.1717e-10,0,1.4484e-10,1,0.23546,0.1854,0.050058,0.01
4.135e-10,0,1.4347e-10,1,0.23583,0.1854,0.050429,0.01
4.0983e-10,0,1.421e-10,1,0.2362,0.1854,0.0508,0.01
4.0616e-10,0,1.4072e-10,1,0.23657,0.1854,0.05117,0.01
4.0249e-10,0,1.3935e-10,1,0.23694,0.1854,0.051541,0.01
3.9883e-10,0,1.3798e-10,1,0.23731,0.1854,0.051912,0.01
3.9516e-10,0,1.366e-10,1,0.23768,0.1854,0.052283,0.01
3.9149e-10,0,1.3523e-10,1,0.23805,0.1854,0.052654,0.01
3.8782e-10,0,1.3386e-10,1,0.23842,0.1854,0.053024,0.01
3.8415e-10,0,1.3248e-10,1,0.2388,0.1854,0.053395,0.01
3.8048e-10,0,1.3111e-10,1,0.23917,0.1854,0.053766,0.01
3.7681e-10,0,1.2974e-10,1,0.23954,0.1854,0.054137,0.01
3.7313e-10,0,1.2842e-10,1,0.23991,0.1854,0.054508,0.01
3.6944e-10,0,1.2714e-10,1,0.24028,0.1854,0.054878,0.01
3.6575e-10,0,1.2588e-10,1,0.24065,0.1854,0.055249,0.01
3.6205e-10,0,1.2463e-10,1,0.24102,0.1854,0.05562,0.01
3.5836e-10,0,1.2338e-10,1,0.24139,0.1854,0.055991,0.01
3.5467e-10,0,1.2213e-10,1,0.24176,0.1854,0.056362,0.01
3.5097e-10,0,1.2088e-10,1,0.24213,0.1854,0.056732,0.01
3.4728e-10,0,1.1963e-10,1,0.2425,0.1854,0.057103,0.01
3.4358e-10,0,1.1838e-10,1,0.24287,0.1854,0.057474,0.01
3.3989e-10,0,1.1713e-10,1,0.24324,0.1854,0.057845,0.01
3.362e-10,0,1.1588e-10,1,0.24362,0.1854,0.058216,0.01
3.325e-10,0,1.1463e-10,1,0.24399,0.1854,0.058586,0.01
3.2881e-10,0,1.1338e-10,1,0.24436,0.1854,0.058957,0.01
3.2511e-10,0,1.1213e-10,1,0.24473,0.1854,0.059328,0.01
3.2142e-10,0,1.1088e-10,1,0.2451,0.1854,0.059699,0.01
3.1772e-10,0,1.0963e-10,1,0.24547,0.1854,0.06007,0.01
3.1403e-10,0,1.0848e-10,1,0.24584,0.1854,0.06044,0.01
3.1034e-10,0,1.0734e-10,1,0.24621,0.1854,0.060811,0.01
3.0665e-10,0,1.0621e-10,1,0.24658,0.1854,0.061182,0.01
3.0296e-10,0,1.0507e-10,1,0.24695,0.1854,0.061553,0.01
2.9926e-10,0,1.0393e-10,1,0.24732,0.1854,0.061924,0.01
2.9557e-10,0,1.0279e-10,1,0.24769,0.1854,0.062294,0.01
2.9188e-10,0,1.0166e-10,1,0.24807,0.1854,0.062665,0.01
2.8819e-10,0,1.0052e-10,1,0.24844,0.1854,0.063036,0.01
2.845e-10,0,9.9382e-11,1,0.24881,0.1854,0.063407,0.01
2.808e-10,0,9.8245e-11,1,0.24918,0.1854,0.063778,0.01
2.7711e-10,0,9.7108e-11,1,0.24955,0.1854,0.064148,0.01
2.7342e-10,0,9.5971e-11,1,0.24992,0.1854,0.064519,0.01
2.6973e-10,0,9.4833e-11,1,0.25029,0.1854,0.06489,0.01
2.6604e-10,0,9.3696e-11,1,0.25066,0.1854,0.065261,0.01
2.6236e-10,0,9.2604e-11,1,0.25103,0.1854,0.065632,0.01
2.5869e-10,0,9.1584e-11,1,0.2514,0.1854,0.066002,0.01
2.5503e-10,0,9.0564e-11,1,0.25177,0.1854,0.066373,0.01
2.5137e-10,0,8.9545e-11,1,0.25214,0.1854,0.066744,0.01
2.4771e-10,0,8.8525e-11,1,0.25251,0.1854,0.067115,0.01
2.4404e-10,0,8.7505e-11,1,0.25289,0.1854,0.067486,0.01
2.4038e-10,0,8.6485e-11,1,0.25326,0.1854,0.067856,0.01
2.3672e-10,0,8.5466e-11,1,0.25363,0.1854,0.068227,0.01
2.3305e-10,0,8.4446e-11,1,0.254,0.1854,0.068598,0.01
2.2939e-10,0,8.3426e-11,1,0.25437,0.1854,0.068969,0.01
2.2573e-10,0,8.2406e-11,1,0.25474,0.1854,0.06934,0.01
2.2207e-10,0,8.1387e-11,1,0.25511,0.1854,0.06971,0.01
2.184e-10,0,8.0367e-11,1,0.25548,0.1854,0.070081,0.01
2.1474e-10,0,7.9347e-11,1,0.25585,0.1854,0.070452,0.01
2.1108e-10,0,7.8327e-11,1,0.25622,0.1854,0.070823,0.01
2.0744e-10,0,7.7362e-11,1,0.25659,0.1854,0.071194,0.01
2.0383e-10,0,7.6435e-11,1,0.25696,0.1854,0.071564,0.01
2.0025e-10,0,7.5541e-11,1,0.25734,0.1854,0.071935,0.01
1.9667e-10,0,7.4648e-11,1,0.25771,0.1854,0.072306,0.01
1.9308e-10,0,7.3754e-11,1,0.25808,0.1854,0.072677,0.01
1.895e-10,0,7.2861e-11,1,0.25845,0.1854,0.073048,0.01
