"E-Field:0","E-Field:1","E-Field:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.7398e-10,9.1625e-19,4.09e-10,1,0.1105,0.1854,-0.074902,0.01
1.746e-10,9.2191e-19,4.1322e-10,1,0.11087,0.1854,-0.074531,0.01
1.7522e-10,9.2756e-19,4.1743e-10,1,0.11124,0.1854,-0.07416,0.01
1.7584e-10,9.3321e-19,4.2165e-10,1,0.11161,0.1854,-0.073789,0.01
1.7646e-10,9.3887e-19,4.2587e-10,1,0.11198,0.1854,-0.073418,0.01
1.7708e-10,9.4452e-19,4.3008e-10,1,0.11235,0.1854,-0.073048,0.01
1.777e-10,9.5017e-19,4.343e-10,1,0.11272,0.1854,-0.072677,0.01
1.7832e-10,9.5583e-19,4.3851e-10,1,0.11309,0.1854,-0.072306,0.01
1.7893e-10,9.6148e-19,4.4273e-10,1,0.11346,0.1854,-0.071935,0.01
1.7955e-10,9.6714e-19,4.4694e-10,1,0.11384,0.1854,-0.071564,0.01
1.8019e-10,9.7304e-19,4.5279e-10,1,0.11421,0.1854,-0.071194,0.01
1.8084e-10,9.7928e-19,4.6035e-10,1,0.11458,0.1854,-0.070823,0.01
1.8152e-10,9.8615e-19,4.696e-10,1,0.11495,0.1854,-0.070452,0.01
1.822e-10,9.9302e-19,4.7885e-10,1,0.11532,0.1854,-0.070081,0.01
1.8288e-10,9.9988e-19,4.8809e-10,1,0.11569,0.1854,-0.06971,0.01
1.8356e-10,1.0068e-18,4.9734e-10,1,0.11606,0.1854,-0.06934,0.01
1.8425e-10,1.0136e-18,5.0659e-10,1,0.11643,0.1854,-0.068969,0.01
1.8493e-10,1.0205e-18,5.1584e-10,1,0.1168,0.1854,-0.068598,0.01
1.8561e-10,1.0274e-18,5.2509e-10,1,0.11717,0.1854,-0.068227,0.01
1.8629e-10,1.0342e-18,5.3434e-10,1,0.11754,0.1854,-0.067856,0.01
1.8697e-10,1.0411e-18,5.4359e-10,1,0.11791,0.1854,-0.067486,0.01
1.8765e-10,1.048e-18,5.5283e-10,1,0.11829,0.1854,-0.067115,0.01
1.8833e-10,1.0548e-18,5.6208e-10,1,0.11866,0.1854,-0.066744,0.01
1.8901e-10,1.0617e-18,5.7133e-10,1,0.11903,0.1854,-0.066373,0.01
1.8969e-10,1.0686e-18,5.8058e-10,1,0.1194,0.1854,-0.066002,0.01
1.904e-10,1.0758e-18,5.903e-10,1,0.11977,0.1854,-0.065632,0.01
1.9113e-10,1.0836e-18,6.005e-10,1,0.12014,0.1854,-0.065261,0.01
1.9189e-10,1.0916e-18,6.1076e-10,1,0.12051,0.1854,-0.06489,0.01
1.9265e-10,1.0997e-18,6.2102e-10,1,0.12088,0.1854,-0.064519,0.01
1.934e-10,1.1078e-18,6.3128e-10,1,0.12125,0.1854,-0.064148,0.01
1.9416e-10,1.1159e-18,6.4154e-10,1,0.12162,0.1854,-0.063778,0.01
1.9491e-10,1.1239e-18,6.5181e-10,1,0.12199,0.1854,-0.063407,0.01
1.9567e-10,1.1321e-18,6.6202e-10,1,0.12236,0.1854,-0.063036,0.01
1.965e-10,1.1407e-18,6.7141e-10,1,0.12273,0.1854,-0.062665,0.01
1.9732e-10,1.1494e-18,6.808e-10,1,0.12311,0.1854,-0.062294,0.01
1.9815e-10,1.1581e-18,6.9018e-10,1,0.12348,0.1854,-0.061924,0.01
1.9897e-10,1.1668e-18,6.9957e-10,1,0.12385,0.1854,-0.061553,0.01
1.998e-10,1.1755e-18,7.0896e-10,1,0.12422,0.1854,-0.061182,0.01
2.0062e-10,1.1842e-18,7.1835e-10,1,0.12459,0.1854,-0.060811,0.01
2.0145e-10,1.1928e-18,7.2774e-10,1,0.12496,0.1854,-0.06044,0.01
2.0228e-10,1.2015e-18,7.3713e-10,1,0.12533,0.1854,-0.06007,0.01
2.0312e-10,1.2102e-18,7.4568e-10,1,0.1257,0.1854,-0.059699,0.01
2.0406e-10,1.2188e-18,7.4999e-10,1,0.12607,0.1854,-0.059328,0.01
2.0499e-10,1.2274e-18,7.543e-10,1,0.12644,0.1854,-0.058957,0.01
2.0593e-10,1.236e-18,7.586e-10,1,0.12681,0.1854,-0.058586,0.01
2.0687e-10,1.2446e-18,7.6291e-10,1,0.12718,0.1854,-0.058216,0.01
2.078e-10,1.2532e-18,7.6722e-10,1,0.12756,0.1854,-0.057845,0.01
2.0875e-10,1.2618e-18,7.7058e-10,1,0.12793,0.1854,-0.057474,0.01
2.0978e-10,1.2696e-18,7.6132e-10,1,0.1283,0.1854,-0.057103,0.01
2.108e-10,1.2774e-18,7.5205e-10,1,0.12867,0.1854,-0.056732,0.01
2.1186e-10,1.2849e-18,7.3677e-10,1,0.12904,0.1854,-0.056362,0.01
2.1295e-10,1.2917e-18,7.1136e-10,1,0.12941,0.1854,-0.055991,0.01
2.1404e-10,1.2986e-18,6.8596e-10,1,0.12978,0.1854,-0.05562,0.01
2.1516e-10,1.3047e-18,6.5873e-10,1,0.13015,0.1854,-0.055249,0.01
2.163e-10,1.3104e-18,6.3061e-10,1,0.13052,0.1854,-0.054878,0.01
2.1746e-10,1.3157e-18,6.2439e-10,1,0.13089,0.1854,-0.054508,0.01
2.1864e-10,1.3199e-18,7.1074e-10,1,0.13126,0.1854,-0.054137,0.01
2.1987e-10,1.3218e-18,9.4765e-10,1,0.13163,0.1854,-0.053766,0.01
2.2109e-10,1.3236e-18,1.1846e-09,1,0.132,0.1854,-0.053395,0.01
2.2232e-10,1.3255e-18,1.4215e-09,1,0.13238,0.1854,-0.053024,0.01
2.2354e-10,1.3273e-18,1.6584e-09,1,0.13275,0.1854,-0.052654,0.01
2.2477e-10,1.3292e-18,1.8953e-09,1,0.13312,0.1854,-0.052283,0.01
2.26e-10,1.331e-18,2.1322e-09,1,0.13349,0.1854,-0.051912,0.01
2.2722e-10,1.3329e-18,2.3691e-09,1,0.13386,0.1854,-0.051541,0.01
2.2832e-10,1.3319e-18,2.4606e-09,1,0.13423,0.1854,-0.05117,0.01
2.2941e-10,1.3306e-18,2.5339e-09,1,0.1346,0.1854,-0.0508,0.01
2.3048e-10,1.329e-18,2.5969e-09,1,0.13497,0.1854,-0.050429,0.01
2.3147e-10,1.3265e-18,2.6162e-09,1,0.13534,0.1854,-0.050058,0.01
2.3247e-10,1.3239e-18,2.6355e-09,1,0.13571,0.1854,-0.049687,0.01
2.3343e-10,1.3209e-18,2.6437e-09,1,0.13608,0.1854,-0.049316,0.01
2.3435e-10,1.3175e-18,2.6404e-09,1,0.13645,0.1854,-0.048946,0.01
2.3526e-10,1.3141e-18,2.6372e-09,1,0.13683,0.1854,-0.048575,0.01
2.3609e-10,1.3101e-18,2.6221e-09,1,0.1372,0.1854,-0.048204,0.01
2.3689e-10,1.3059e-18,2.604e-09,1,0.13757,0.1854,-0.047833,0.01
2.3769e-10,1.3018e-18,2.5858e-09,1,0.13794,0.1854,-0.047462,0.01
2.3849e-10,1.2977e-18,2.5677e-09,1,0.13831,0.1854,-0.047092,0.01
2.393e-10,1.2935e-18,2.5496e-09,1,0.13868,0.1854,-0.046721,0.01
2.4009e-10,1.2894e-18,2.5311e-09,1,0.13905,0.1854,-0.04635,0.01
2.4074e-10,1.2851e-18,2.5048e-09,1,0.13942,0.1854,-0.045979,0.01
2.4139e-10,1.2809e-18,2.4785e-09,1,0.13979,0.1854,-0.045608,0.01
2.4204e-10,1.2767e-18,2.4523e-09,1,0.14016,0.1854,-0.045238,0.01
2.4268e-10,1.2725e-18,2.426e-09,1,0.14053,0.1854,-0.044867,0.01
2.4333e-10,1.2683e-18,2.3997e-09,1,0.1409,0.1854,-0.044496,0.01
2.4398e-10,1.264e-18,2.3735e-09,1,0.14127,0.1854,-0.044125,0.01
2.4463e-10,1.2598e-18,2.3472e-09,1,0.14165,0.1854,-0.043754,0.01
2.4527e-10,1.2556e-18,2.321e-09,1,0.14202,0.1854,-0.043384,0.01
2.4592e-10,1.2514e-18,2.2947e-09,1,0.14239,0.1854,-0.043013,0.01
2.4657e-10,1.2471e-18,2.2684e-09,1,0.14276,0.1854,-0.042642,0.01
2.4722e-10,1.2429e-18,2.2422e-09,1,0.14313,0.1854,-0.042271,0.01
2.4777e-10,1.2391e-18,2.2138e-09,1,0.1435,0.1854,-0.0419,0.01
2.4831e-10,1.2354e-18,2.1851e-09,1,0.14387,0.1854,-0.04153,0.01
2.4885e-10,1.2317e-18,2.1563e-09,1,0.14424,0.1854,-0.041159,0.01
2.4939e-10,1.228e-18,2.1276e-09,1,0.14461,0.1854,-0.040788,0.01
2.4993e-10,1.2243e-18,2.0988e-09,1,0.14498,0.1854,-0.040417,0.01
2.5046e-10,1.2206e-18,2.0701e-09,1,0.14535,0.1854,-0.040046,0.01
2.51e-10,1.2168e-18,2.0413e-09,1,0.14572,0.1854,-0.039676,0.01
2.5154e-10,1.2131e-18,2.0126e-09,1,0.1461,0.1854,-0.039305,0.01
2.5208e-10,1.2094e-18,1.9838e-09,1,0.14647,0.1854,-0.038934,0.01
2.5262e-10,1.2057e-18,1.9551e-09,1,0.14684,0.1854,-0.038563,0.01
2.5315e-10,1.202e-18,1.9263e-09,1,0.14721,0.1854,-0.038192,0.01
2.5364e-10,1.1985e-18,1.8976e-09,1,0.14758,0.1854,-0.037822,0.01
2.5411e-10,1.1951e-18,1.8689e-09,1,0.14795,0.1854,-0.037451,0.01
2.5457e-10,1.1917e-18,1.8401e-09,1,0.14832,0.1854,-0.03708,0.01
2.5503e-10,1.1883e-18,1.8114e-09,1,0.14869,0.1854,-0.036709,0.01
2.5549e-10,1.1848e-18,1.7827e-09,1,0.14906,0.1854,-0.036338,0.01
2.5595e-10,1.1814e-18,1.754e-09,1,0.14943,0.1854,-0.035968,0.01
2.5641e-10,1.178e-18,1.7252e-09,1,0.1498,0.1854,-0.035597,0.01
2.5688e-10,1.1746e-18,1.6965e-09,1,0.15017,0.1854,-0.035226,0.01
2.5734e-10,1.1712e-18,1.6678e-09,1,0.15054,0.1854,-0.034855,0.01
2.578e-10,1.1678e-18,1.6391e-09,1,0.15092,0.1854,-0.034484,0.01
2.5826e-10,1.1644e-18,1.6103e-09,1,0.15129,0.1854,-0.034114,0.01
2.587e-10,1.161e-18,1.5825e-09,1,0.15166,0.1854,-0.033743,0.01
2.5909e-10,1.1575e-18,1.5562e-09,1,0.15203,0.1854,-0.033372,0.01
2.5949e-10,1.154e-18,1.5298e-09,1,0.1524,0.1854,-0.033001,0.01
2.5989e-10,1.1506e-18,1.5035e-09,1,0.15277,0.1854,-0.03263,0.01
2.6028e-10,1.1471e-18,1.4771e-09,1,0.15314,0.1854,-0.03226,0.01
2.6068e-10,1.1437e-18,1.4508e-09,1,0.15351,0.1854,-0.031889,0.01
2.6108e-10,1.1402e-18,1.4244e-09,1,0.15388,0.1854,-0.031518,0.01
2.6147e-10,1.1367e-18,1.3981e-09,1,0.15425,0.1854,-0.031147,0.01
2.6187e-10,1.1333e-18,1.3717e-09,1,0.15462,0.1854,-0.030776,0.01
2.6226e-10,1.1298e-18,1.3454e-09,1,0.15499,0.1854,-0.030406,0.01
2.6266e-10,1.1263e-18,1.3191e-09,1,0.15537,0.1854,-0.030035,0.01
2.6305e-10,1.1228e-18,1.2931e-09,1,0.15574,0.1854,-0.029664,0.01
2.6341e-10,1.1193e-18,1.2695e-09,1,0.15611,0.1854,-0.029293,0.01
2.6375e-10,1.1156e-18,1.2498e-09,1,0.15648,0.1854,-0.028922,0.01
2.6407e-10,1.1118e-18,1.2313e-09,1,0.15685,0.1854,-0.028552,0.01
2.6439e-10,1.1081e-18,1.2128e-09,1,0.15722,0.1854,-0.028181,0.01
2.6472e-10,1.1044e-18,1.1943e-09,1,0.15759,0.1854,-0.02781,0.01
2.6504e-10,1.1006e-18,1.1758e-09,1,0.15796,0.1854,-0.027439,0.01
2.6536e-10,1.0969e-18,1.1573e-09,1,0.15833,0.1854,-0.027068,0.01
2.6569e-10,1.0932e-18,1.1388e-09,1,0.1587,0.1854,-0.026698,0.01
2.6601e-10,1.0894e-18,1.1203e-09,1,0.15907,0.1854,-0.026327,0.01
2.6633e-10,1.0857e-18,1.1018e-09,1,0.15944,0.1854,-0.025956,0.01
2.6666e-10,1.082e-18,1.0833e-09,1,0.15981,0.1854,-0.025585,0.01
2.6698e-10,1.0782e-18,1.0648e-09,1,0.16019,0.1854,-0.025214,0.01
2.673e-10,1.0745e-18,1.0463e-09,1,0.16056,0.1854,-0.024844,0.01
2.6762e-10,1.0708e-18,1.0282e-09,1,0.16093,0.1854,-0.024473,0.01
2.6788e-10,1.067e-18,1.024e-09,1,0.1613,0.1854,-0.024102,0.01
2.6813e-10,1.0632e-18,1.0198e-09,1,0.16167,0.1854,-0.023731,0.01
2.6839e-10,1.0594e-18,1.0156e-09,1,0.16204,0.1854,-0.02336,0.01
2.6865e-10,1.0555e-18,1.0114e-09,1,0.16241,0.1854,-0.02299,0.01
2.689e-10,1.0517e-18,1.0072e-09,1,0.16278,0.1854,-0.022619,0.01
2.6916e-10,1.0479e-18,1.003e-09,1,0.16315,0.1854,-0.022248,0.01
2.6941e-10,1.0441e-18,9.9881e-10,1,0.16352,0.1854,-0.021877,0.01
2.6967e-10,1.0403e-18,9.9461e-10,1,0.16389,0.1854,-0.021506,0.01
2.6992e-10,1.0365e-18,9.9041e-10,1,0.16426,0.1854,-0.021136,0.01
2.7018e-10,1.0327e-18,9.8621e-10,1,0.16464,0.1854,-0.020765,0.01
2.7043e-10,1.0289e-18,9.82e-10,1,0.16501,0.1854,-0.020394,0.01
2.7069e-10,1.0251e-18,9.778e-10,1,0.16538,0.1854,-0.020023,0.01
2.7093e-10,1.0215e-18,9.7789e-10,1,0.16575,0.1854,-0.019652,0.01
2.7112e-10,1.0183e-18,9.8913e-10,1,0.16612,0.1854,-0.019282,0.01
2.7131e-10,1.0151e-18,1.0004e-09,1,0.16649,0.1854,-0.018911,0.01
2.7151e-10,1.0119e-18,1.0116e-09,1,0.16686,0.1854,-0.01854,0.01
2.717e-10,1.0087e-18,1.0229e-09,1,0.16723,0.1854,-0.018169,0.01
2.7189e-10,1.0055e-18,1.0341e-09,1,0.1676,0.1854,-0.017798,0.01
2.7208e-10,1.0023e-18,1.0454e-09,1,0.16797,0.1854,-0.017428,0.01
2.7228e-10,9.991e-19,1.0566e-09,1,0.16834,0.1854,-0.017057,0.01
2.7247e-10,9.959e-19,1.0679e-09,1,0.16871,0.1854,-0.016686,0.01
2.7266e-10,9.927e-19,1.0791e-09,1,0.16908,0.1854,-0.016315,0.01
2.7285e-10,9.895e-19,1.0903e-09,1,0.16946,0.1854,-0.015944,0.01
2.7305e-10,9.8631e-19,1.1016e-09,1,0.16983,0.1854,-0.015574,0.01
2.7323e-10,9.8336e-19,1.1141e-09,1,0.1702,0.1854,-0.015203,0.01
2.7337e-10,9.8194e-19,1.1344e-09,1,0.17057,0.1854,-0.014832,0.01
2.7352e-10,9.8052e-19,1.1546e-09,1,0.17094,0.1854,-0.014461,0.01
2.7366e-10,9.791e-19,1.1748e-09,1,0.17131,0.1854,-0.01409,0.01
2.738e-10,9.7768e-19,1.1951e-09,1,0.17168,0.1854,-0.01372,0.01
2.7395e-10,9.7626e-19,1.2153e-09,1,0.17205,0.1854,-0.013349,0.01
2.7409e-10,9.7484e-19,1.2356e-09,1,0.17242,0.1854,-0.012978,0.01
2.7423e-10,9.7342e-19,1.2558e-09,1,0.17279,0.1854,-0.012607,0.01
2.7438e-10,9.72e-19,1.2761e-09,1,0.17316,0.1854,-0.012236,0.01
2.7452e-10,9.7058e-19,1.2963e-09,1,0.17353,0.1854,-0.011866,0.01
2.7466e-10,9.6917e-19,1.3166e-09,1,0.17391,0.1854,-0.011495,0.01
2.7481e-10,9.6775e-19,1.3368e-09,1,0.17428,0.1854,-0.011124,0.01
2.7495e-10,9.6634e-19,1.3571e-09,1,0.17465,0.1854,-0.010753,0.01
2.7508e-10,9.676e-19,1.379e-09,1,0.17502,0.1854,-0.010382,0.01
2.7522e-10,9.6886e-19,1.4008e-09,1,0.17539,0.1854,-0.010012,0.01
2.7536e-10,9.7011e-19,1.4227e-09,1,0.17576,0.1854,-0.0096408,0.01
2.7549e-10,9.7137e-19,1.4446e-09,1,0.17613,0.1854,-0.00927,0.01
2.7563e-10,9.7263e-19,1.4664e-09,1,0.1765,0.1854,-0.0088992,0.01
2.7577e-10,9.7388e-19,1.4883e-09,1,0.17687,0.1854,-0.0085284,0.01
2.759e-10,9.7514e-19,1.5102e-09,1,0.17724,0.1854,-0.0081576,0.01
2.7604e-10,9.764e-19,1.532e-09,1,0.17761,0.1854,-0.0077868,0.01
2.7618e-10,9.7765e-19,1.5539e-09,1,0.17798,0.1854,-0.007416,0.01
2.7631e-10,9.7891e-19,1.5758e-09,1,0.17835,0.1854,-0.0070452,0.01
2.7645e-10,9.8017e-19,1.5976e-09,1,0.17873,0.1854,-0.0066744,0.01
2.7659e-10,9.8142e-19,1.6195e-09,1,0.1791,0.1854,-0.0063036,0.01
2.768e-10,9.8368e-19,1.6334e-09,1,0.17947,0.1854,-0.0059328,0.01
2.7702e-10,9.8609e-19,1.6462e-09,1,0.17984,0.1854,-0.005562,0.01
2.7724e-10,9.885e-19,1.659e-09,1,0.18021,0.1854,-0.0051912,0.01
2.7747e-10,9.909e-19,1.6717e-09,1,0.18058,0.1854,-0.0048204,0.01
2.777e-10,9.932e-19,1.6822e-09,1,0.18095,0.1854,-0.0044496,0.01
2.7799e-10,9.9475e-19,1.678e-09,1,0.18132,0.1854,-0.0040788,0.01
2.7828e-10,9.963e-19,1.6738e-09,1,0.18169,0.1854,-0.003708,0.01
2.786e-10,9.9723e-19,1.6575e-09,1,0.18206,0.1854,-0.0033372,0.01
2.7895e-10,9.9738e-19,1.6256e-09,1,0.18243,0.1854,-0.0029664,0.01
2.793e-10,9.9752e-19,1.5937e-09,1,0.1828,0.1854,-0.0025956,0.01
2.7969e-10,9.9618e-19,1.5279e-09,1,0.18318,0.1854,-0.0022248,0.01
2.801e-10,9.9431e-19,1.4504e-09,1,0.18355,0.1854,-0.001854,0.01
2.8051e-10,9.9228e-19,1.3829e-09,1,0.18392,0.1854,-0.0014832,0.01
2.8097e-10,9.8664e-19,1.5287e-09,1,0.18429,0.1854,-0.0011124,0.01
2.8144e-10,9.8101e-19,1.6745e-09,1,0.18466,0.1854,-0.0007416,0.01
2.819e-10,9.7537e-19,1.8203e-09,1,0.18503,0.1854,-0.0003708,0.01
2.8237e-10,9.6974e-19,1.9661e-09,1,0.1854,0.1854,0,0.01
2.828e-10,9.6272e-19,2.1863e-09,1,0.18577,0.1854,0.0003708,0.01
2.8316e-10,9.5264e-19,2.5708e-09,1,0.18614,0.1854,0.0007416,0.01
2.8353e-10,9.4256e-19,2.9553e-09,1,0.18651,0.1854,0.0011124,0.01
2.839e-10,9.3248e-19,3.3398e-09,1,0.18688,0.1854,0.0014832,0.01
2.8412e-10,9.1949e-19,3.5166e-09,1,0.18725,0.1854,0.001854,0.01
2.8433e-10,9.0636e-19,3.6835e-09,1,0.18762,0.1854,0.0022248,0.01
2.8451e-10,8.9268e-19,3.8206e-09,1,0.188,0.1854,0.0025956,0.01
2.8457e-10,8.7738e-19,3.8721e-09,1,0.18837,0.1854,0.0029664,0.01
2.8463e-10,8.6208e-19,3.9236e-09,1,0.18874,0.1854,0.0033372,0.01
2.846e-10,8.4589e-19,3.9472e-09,1,0.18911,0.1854,0.003708,0.01
2.8451e-10,8.2902e-19,3.9492e-09,1,0.18948,0.1854,0.0040788,0.01
2.8441e-10,8.1214e-19,3.9511e-09,1,0.18985,0.1854,0.0044496,0.01
2.8418e-10,7.9438e-19,3.9324e-09,1,0.19022,0.1854,0.0048204,0.01
2.8393e-10,7.7649e-19,3.9105e-09,1,0.19059,0.1854,0.0051912,0.01
2.8368e-10,7.586e-19,3.8886e-09,1,0.19096,0.1854,0.005562,0.01
2.8325e-10,7.4145e-19,3.8561e-09,1,0.19133,0.1854,0.0059328,0.01
2.8266e-10,7.2502e-19,3.8132e-09,1,0.1917,0.1854,0.0063036,0.01
2.8207e-10,7.0859e-19,3.7703e-09,1,0.19207,0.1854,0.0066744,0.01
2.8148e-10,6.9215e-19,3.7275e-09,1,0.19245,0.1854,0.0070452,0.01
2.8089e-10,6.7572e-19,3.6846e-09,1,0.19282,0.1854,0.007416,0.01
2.803e-10,6.5928e-19,3.6417e-09,1,0.19319,0.1854,0.0077868,0.01
2.7971e-10,6.4285e-19,3.5988e-09,1,0.19356,0.1854,0.0081576,0.01
2.7912e-10,6.2642e-19,3.556e-09,1,0.19393,0.1854,0.0085284,0.01
2.7853e-10,6.0998e-19,3.5131e-09,1,0.1943,0.1854,0.0088992,0.01
2.7794e-10,5.9355e-19,3.4702e-09,1,0.19467,0.1854,0.00927,0.01
2.7735e-10,5.7712e-19,3.4273e-09,1,0.19504,0.1854,0.0096408,0.01
2.7676e-10,5.6068e-19,3.3844e-09,1,0.19541,0.1854,0.010012,0.01
2.7606e-10,5.4617e-19,3.3391e-09,1,0.19578,0.1854,0.010382,0.01
2.7518e-10,5.3489e-19,3.2895e-09,1,0.19615,0.1854,0.010753,0.01
2.7429e-10,5.2362e-19,3.24e-09,1,0.19652,0.1854,0.011124,0.01
2.7341e-10,5.1234e-19,3.1904e-09,1,0.19689,0.1854,0.011495,0.01
2.7253e-10,5.0107e-19,3.1409e-09,1,0.19727,0.1854,0.011866,0.01
2.7164e-10,4.8979e-19,3.0913e-09,1,0.19764,0.1854,0.012236,0.01
2.7076e-10,4.7852e-19,3.0418e-09,1,0.19801,0.1854,0.012607,0.01
2.6988e-10,4.6725e-19,2.9922e-09,1,0.19838,0.1854,0.012978,0.01
2.6899e-10,4.5597e-19,2.9427e-09,1,0.19875,0.1854,0.013349,0.01
2.6811e-10,4.447e-19,2.8931e-09,1,0.19912,0.1854,0.01372,0.01
2.6722e-10,4.3342e-19,2.8436e-09,1,0.19949,0.1854,0.01409,0.01
2.6634e-10,4.2215e-19,2.794e-09,1,0.19986,0.1854,0.014461,0.01
2.6541e-10,4.1241e-19,2.744e-09,1,0.20023,0.1854,0.014832,0.01
2.6435e-10,4.0766e-19,2.6926e-09,1,0.2006,0.1854,0.015203,0.01
2.6328e-10,4.0291e-19,2.6412e-09,1,0.20097,0.1854,0.015574,0.01
2.6222e-10,3.9816e-19,2.5898e-09,1,0.20134,0.1854,0.015944,0.01
2.6115e-10,3.9341e-19,2.5384e-09,1,0.20172,0.1854,0.016315,0.01
2.6009e-10,3.8866e-19,2.487e-09,1,0.20209,0.1854,0.016686,0.01
2.5902e-10,3.839e-19,2.4356e-09,1,0.20246,0.1854,0.017057,0.01
2.5795e-10,3.7915e-19,2.3842e-09,1,0.20283,0.1854,0.017428,0.01
2.5689e-10,3.744e-19,2.3328e-09,1,0.2032,0.1854,0.017798,0.01
2.5582e-10,3.6965e-19,2.2814e-09,1,0.20357,0.1854,0.018169,0.01
2.5476e-10,3.649e-19,2.23e-09,1,0.20394,0.1854,0.01854,0.01
2.5369e-10,3.6015e-19,2.1786e-09,1,0.20431,0.1854,0.018911,0.01
2.5261e-10,3.5591e-19,2.1274e-09,1,0.20468,0.1854,0.019282,0.01
2.5143e-10,3.5626e-19,2.0782e-09,1,0.20505,0.1854,0.019652,0.01
2.5024e-10,3.5662e-19,2.029e-09,1,0.20542,0.1854,0.020023,0.01
2.4905e-10,3.5697e-19,1.9798e-09,1,0.20579,0.1854,0.020394,0.01
2.4786e-10,3.5733e-19,1.9307e-09,1,0.20616,0.1854,0.020765,0.01
2.4667e-10,3.5769e-19,1.8815e-09,1,0.20654,0.1854,0.021136,0.01
2.4548e-10,3.5804e-19,1.8323e-09,1,0.20691,0.1854,0.021506,0.01
2.443e-10,3.584e-19,1.7831e-09,1,0.20728,0.1854,0.021877,0.01
2.4311e-10,3.5876e-19,1.7339e-09,1,0.20765,0.1854,0.022248,0.01
2.4192e-10,3.5911e-19,1.6848e-09,1,0.20802,0.1854,0.022619,0.01
2.4073e-10,3.5947e-19,1.6356e-09,1,0.20839,0.1854,0.02299,0.01
2.3954e-10,3.5982e-19,1.5864e-09,1,0.20876,0.1854,0.02336,0.01
2.3835e-10,3.6018e-19,1.5372e-09,1,0.20913,0.1854,0.023731,0.01
2.3717e-10,3.6054e-19,1.488e-09,1,0.2095,0.1854,0.024102,0.01
2.3594e-10,3.6241e-19,1.4476e-09,1,0.20987,0.1854,0.024473,0.01
2.3469e-10,3.6507e-19,1.4117e-09,1,0.21024,0.1854,0.024844,0.01
2.3344e-10,3.6772e-19,1.3758e-09,1,0.21061,0.1854,0.025214,0.01
2.3219e-10,3.7038e-19,1.3399e-09,1,0.21099,0.1854,0.025585,0.01
2.3094e-10,3.7304e-19,1.304e-09,1,0.21136,0.1854,0.025956,0.01
2.2968e-10,3.7569e-19,1.2681e-09,1,0.21173,0.1854,0.026327,0.01
2.2843e-10,3.7835e-19,1.2322e-09,1,0.2121,0.1854,0.026698,0.01
2.2718e-10,3.8101e-19,1.1963e-09,1,0.21247,0.1854,0.027068,0.01
2.2593e-10,3.8367e-19,1.1604e-09,1,0.21284,0.1854,0.027439,0.01
2.2468e-10,3.8632e-19,1.1245e-09,1,0.21321,0.1854,0.02781,0.01
2.2343e-10,3.8898e-19,1.0886e-09,1,0.21358,0.1854,0.028181,0.01
2.2218e-10,3.9164e-19,1.0527e-09,1,0.21395,0.1854,0.028552,0.01
2.2093e-10,3.9429e-19,1.0167e-09,1,0.21432,0.1854,0.028922,0.01
2.1968e-10,3.9707e-19,9.845e-10,1,0.21469,0.1854,0.029293,0.01
2.1843e-10,4.0026e-19,9.6513e-10,1,0.21506,0.1854,0.029664,0.01
2.1719e-10,4.0413e-19,9.7101e-10,1,0.21543,0.1854,0.030035,0.01
2.1595e-10,4.0813e-19,9.8156e-10,1,0.21581,0.1854,0.030406,0.01
2.1471e-10,4.1212e-19,9.921e-10,1,0.21618,0.1854,0.030776,0.01
2.1346e-10,4.1612e-19,1.0027e-09,1,0.21655,0.1854,0.031147,0.01
2.1222e-10,4.2012e-19,1.0132e-09,1,0.21692,0.1854,0.031518,0.01
2.1098e-10,4.2411e-19,1.0238e-09,1,0.21729,0.1854,0.031889,0.01
2.0974e-10,4.2811e-19,1.0343e-09,1,0.21766,0.1854,0.03226,0.01
2.085e-10,4.3211e-19,1.0449e-09,1,0.21803,0.1854,0.03263,0.01
2.0726e-10,4.361e-19,1.0554e-09,1,0.2184,0.1854,0.033001,0.01
2.0601e-10,4.401e-19,1.0659e-09,1,0.21877,0.1854,0.033372,0.01
2.0477e-10,4.4409e-19,1.0765e-09,1,0.21914,0.1854,0.033743,0.01
2.0353e-10,4.4809e-19,1.087e-09,1,0.21951,0.1854,0.034114,0.01
2.0229e-10,4.5209e-19,1.0976e-09,1,0.21988,0.1854,0.034484,0.01
2.0105e-10,4.5608e-19,1.1081e-09,1,0.22026,0.1854,0.034855,0.01
1.9981e-10,4.6008e-19,1.1187e-09,1,0.22063,0.1854,0.035226,0.01
1.9856e-10,4.6407e-19,1.1292e-09,1,0.221,0.1854,0.035597,0.01
1.9732e-10,4.6807e-19,1.1398e-09,1,0.22137,0.1854,0.035968,0.01
1.9621e-10,4.76e-19,1.179e-09,1,0.22174,0.1854,0.036338,0.01
1.951e-10,4.8407e-19,1.2192e-09,1,0.22211,0.1854,0.036709,0.01
1.9399e-10,4.9215e-19,1.2595e-09,1,0.22248,0.1854,0.03708,0.01
1.9288e-10,5.0022e-19,1.2998e-09,1,0.22285,0.1854,0.037451,0.01
1.9178e-10,5.083e-19,1.3401e-09,1,0.22322,0.1854,0.037822,0.01
1.9067e-10,5.1637e-19,1.3803e-09,1,0.22359,0.1854,0.038192,0.01
